IBOV,,,PETR4,,,VALE3,,,DOLAR,
Date,Close,,Date,Close,,Date,Close,,Date,Close
40603.70556,66242,,40569.70556,26.83,,38061.70556,3.12,,40204.99861,1.8336
40604.70556,67281,,40570.70556,26.87,,38062.70556,3.11,,40205.99861,1.8496
40605.70556,68145,,40571.70556,26.67,,38063.70556,3.26,,40206.99861,1.868
40606.70556,68012,,40574.70556,27.09,,38064.70556,3.25,,40207.99861,1.8729
40612.70556,66040,,40576.70556,27.8,,38065.70556,3.25,,40210.99861,1.8624
40613.70556,66684,,40578.70556,27.62,,38068.70556,3.16,,40211.99861,1.8304
40616.70556,67169,,40581.70556,27.22,,38069.70556,3.15,,40212.99861,1.85
40617.70556,67005,,40583.70556,26.18,,38070.70556,3.09,,40213.99861,1.8804
40618.70556,66002,,40584.70556,26.27,,38071.70556,3.02,,40214.99861,1.8827
40619.70556,66215,,40585.70556,26.4,,38072.70556,3.19,,40217.99861,1.8715
40620.70556,66879,,40588.70556,26.75,,38075.70556,3.25,,40218.99861,1.843
40624.70556,66689,,40589.70556,26.97,,38076.70556,3.3,,40219.99861,1.8506
40625.70556,67795,,40590.70556,27.31,,38077.70556,3.32,,40220.99861,1.8515
40627.70556,67532,,40591.70556,27.25,,38078.70556,3.33,,40221.99861,1.8585
40630.70556,67192,,40592.70556,27.37,,38079.70556,3.44,,40224.99861,1.8514
40632.70556,67418,,40595.70556,27.4,,38082.70556,3.39,,40225.99861,1.8425
40633.70556,67997,,40596.70556,27.77,,38083.70556,3.41,,40226.99861,1.833
40634.70556,68586,,40597.70556,28.71,,38084.70556,3.31,,40227.99861,1.819
40638.70556,69703,,40599.70556,28.6,,38085.70556,3.31,,40228.99861,1.8035
40639.70556,69837,,40602.70556,28.58,,38089.70556,3.29,,40231.99861,1.808
40640.70556,69176,,40603.70556,28.29,,38090.70556,3.21,,40232.99861,1.8196
40641.70556,68718,,40604.70556,28.9,,38091.70556,3.15,,40233.99861,1.8186
40644.70556,68164,,40605.70556,28.96,,38092.70556,3.15,,40234.99861,1.836
40645.70556,66896,,40606.70556,29.08,,38093.70556,3.17,,40235.99861,1.806
40646.70556,66486,,40612.70556,28.12,,38096.70556,3.18,,40238.99861,1.798
40647.70556,66278,,40613.70556,28.17,,38097.70556,3.08,,40239.99861,1.7325
40648.70556,66684,,40616.70556,28.28,,38099.70556,2.96,,40240.99861,1.788
40651.70556,65415,,40617.70556,28.04,,38103.70556,2.94,,40241.99861,1.7885
40652.70556,66158,,40618.70556,27.78,,38104.70556,2.96,,40242.99861,1.778
40653.70556,67058,,40619.70556,28.08,,38105.70556,2.77,,40245.99861,1.7847
40658.70556,66972,,40620.70556,27.9,,38106.70556,2.77,,40246.99861,1.781
40659.70556,67144,,40624.70556,28.13,,38107.70556,2.71,,40247.99861,1.768
40660.70556,66264,,40625.70556,28.62,,38110.70556,2.73,,40248.99861,1.769
40661.70556,65673,,40627.70556,28.43,,38111.70556,2.83,,40249.99861,1.761
40662.70556,66132,,40630.70556,28.35,,38112.70556,2.85,,40252.99861,1.7614
40665.70556,65462,,40632.70556,28.35,,38113.70556,2.76,,40253.99861,1.7662
40666.70556,64318,,40633.70556,28.37,,38114.70556,2.71,,40254.99861,1.762
40667.70556,63615,,40634.70556,28.51,,38117.70556,2.71,,40255.99861,1.771
40668.70556,63407,,40638.70556,28.61,,38118.70556,2.82,,40256.99861,1.795
40669.70556,64417,,40639.70556,28.37,,38119.70556,2.8,,40259.99861,1.799
40673.70556,64621,,40640.70556,28,,38120.70556,2.98,,40260.99861,1.7806
40674.70556,63775,,40641.70556,28.01,,38121.70556,2.9,,40261.99861,1.7933
40675.70556,64003,,40644.70556,27.49,,38124.70556,2.85,,40262.99861,1.799
40676.70556,63235,,40645.70556,26.65,,38125.70556,3.04,,40263.99861,1.823
40680.70556,63673,,40646.70556,26.15,,38126.70556,3.13,,40266.99861,1.8085
40681.70556,62840,,40647.70556,25.98,,38127.70556,3.12,,40267.99861,1.7938
40682.70556,62367,,40648.70556,26.53,,38128.70556,3.15,,40268.99861,1.7805
40683.70556,62596,,40652.70556,25.73,,38131.70556,3.2,,40269.99861,1.7654
40686.70556,62345,,40653.70556,26.29,,38132.70556,3.18,,40270.99861,1.765
40687.70556,63336,,40658.70556,26.18,,38133.70556,3.29,,40273.99861,1.7605
40688.70556,63388,,40659.70556,26.2,,38134.70556,3.35,,40274.99861,1.753
40689.70556,64098,,40660.70556,25.74,,38135.70556,3.27,,40275.99861,1.777
40690.70556,64294,,40661.70556,25.45,,38138.70556,3.27,,40276.99861,1.773
40693.70556,63953,,40662.70556,25.6,,38139.70556,3.27,,40277.99861,1.771
40694.70556,64620,,40665.70556,25.73,,38140.70556,3.21,,40280.99861,1.7562
40695.70556,63411,,40666.70556,25.45,,38141.70556,3.11,,40281.99861,1.7135
40696.70556,64218,,40667.70556,25.32,,38142.70556,3.2,,40282.99861,1.746
40697.70556,64340,,40668.70556,24.47,,38145.70556,3.34,,40283.99861,1.75
40700.70556,63067,,40669.70556,24.21,,38146.70556,3.31,,40284.99861,1.7562
40702.70556,63032,,40673.70556,24.6,,38147.70556,3.16,,40287.99861,1.7603
40703.70556,63468,,40674.70556,24.01,,38149.70556,3.17,,40288.99861,1.7525
40704.70556,62697,,40675.70556,23.68,,38152.70556,3.08,,40289.99861,1.748
40707.70556,62022,,40676.70556,23.52,,38153.70556,2.97,,40290.99861,1.7635
40708.70556,62204,,40680.70556,24.4,,38154.70556,2.88,,40291.99861,1.7628
40709.70556,61603,,40681.70556,24.1,,38155.70556,2.95,,40294.99861,1.744
40710.70556,60880,,40682.70556,23.64,,38156.70556,2.97,,40295.99861,1.765
40711.70556,61059,,40683.70556,23.99,,38159.70556,2.93,,40296.99861,1.7581
40714.70556,61168,,40686.70556,23.6,,38160.70556,2.94,,40297.99861,1.731
40715.70556,61423,,40687.70556,23.85,,38161.70556,3.03,,40298.99861,1.7287
40716.70556,61194,,40688.70556,23.9,,38162.70556,3.1,,40301.99861,1.731
40718.70556,61016,,40689.70556,24.2,,38163.70556,3.17,,40302.99861,1.7493
40721.70556,61216,,40690.70556,24.29,,38166.70556,3.01,,40303.99861,1.7798
40722.70556,62303,,40693.70556,24.08,,38167.70556,3.01,,40304.99861,1.8341
40723.70556,62333,,40694.70556,24.09,,38168.70556,3.03,,40305.99861,1.8495
40724.70556,62403,,40695.70556,24,,38169.70556,2.98,,40308.99861,1.7749
40725.70556,63394,,40696.70556,23.95,,38170.70556,2.97,,40309.99861,1.7755
40728.70556,63891,,40697.70556,23.78,,38173.70556,2.97,,40310.99861,1.7735
40729.70556,63038,,40700.70556,23.2,,38174.70556,2.94,,40311.99861,1.77
40730.70556,62565,,40702.70556,23.2,,38175.70556,3.08,,40312.99861,1.8025
40731.70556,62207,,40703.70556,23.7,,38176.70556,3.03,,40315.99861,1.8033
40732.70556,61513,,40704.70556,23.72,,38180.70556,3.04,,40316.99861,1.816
40735.70556,60223,,40707.70556,23.33,,38181.70556,3.09,,40317.99861,1.8297
40736.70556,59704,,40708.70556,23.6,,38182.70556,3.13,,40318.99861,1.8848
40737.70556,60669,,40709.70556,23.3,,38183.70556,3.27,,40319.99861,1.8468
40738.70556,59679,,40710.70556,23.29,,38184.70556,3.31,,40322.99861,1.8622
40739.70556,59478,,40711.70556,23.24,,38187.70556,3.29,,40323.99861,1.8685
40743.70556,59082,,40714.70556,23.1,,38188.70556,3.35,,40324.99861,1.863
40744.70556,59119,,40715.70556,23.24,,38189.70556,3.29,,40325.99861,1.816
40745.70556,60262,,40716.70556,23.26,,38190.70556,3.22,,40326.99861,1.8143
40746.70556,60270,,40718.70556,22.87,,38191.70556,3.17,,40329.99861,1.8144
40750.70556,59339,,40721.70556,23.08,,38194.70556,3.15,,40330.99861,1.834
40751.70556,58288,,40722.70556,23.45,,38195.70556,3.23,,40331.99861,1.831
40752.70556,58708,,40723.70556,23.38,,38196.70556,3.33,,40332.99861,1.8194
40756.70556,58535,,40724.70556,23.72,,38197.70556,3.38,,40333.99861,1.8389
40757.70556,57310,,40725.70556,23.75,,38198.70556,3.41,,40336.99861,1.874
40758.70556,56017,,40728.70556,23.8,,38201.70556,3.42,,40337.99861,1.86
40759.70556,52811,,40729.70556,23.56,,38202.70556,3.39,,40338.99861,1.842
40760.70556,52949,,40730.70556,23.51,,38203.70556,3.34,,40339.99861,1.8123
40763.70556,48668,,40731.70556,23.63,,38204.70556,3.25,,40340.99861,1.8116
40764.70556,51150,,40732.70556,23.44,,38205.70556,3.29,,40343.99861,1.8017
40765.70556,51395,,40735.70556,23.15,,38208.70556,3.27,,40344.99861,1.7846
40766.70556,53343,,40736.70556,23.12,,38209.70556,3.34,,40345.99861,1.7868
40770.70556,54651,,40737.70556,23.39,,38210.70556,3.33,,40346.99861,1.7854
40771.70556,54323,,40738.70556,22.95,,38211.70556,3.4,,40347.99861,1.7723
40773.70556,53134,,40739.70556,22.99,,38212.70556,3.41,,40350.99861,1.7636
40774.70556,52447,,40743.70556,22.65,,38215.70556,3.43,,40351.99861,1.7669
40777.70556,52440,,40744.70556,22.38,,38216.70556,3.5,,40352.99861,1.8011
40778.70556,53786,,40745.70556,23,,38217.70556,3.56,,40353.99861,1.7785
40780.70556,52953,,40746.70556,22.97,,38218.70556,3.63,,40354.99861,1.78
40781.70556,53350,,40750.70556,23.66,,38219.70556,3.58,,40357.99861,1.782
40784.70556,54860,,40751.70556,23.59,,38222.70556,3.46,,40358.99861,1.8078
40785.70556,55385,,40752.70556,23.5,,38223.70556,3.41,,40359.99861,1.7909
40786.70556,56495,,40756.70556,23.5,,38224.70556,3.48,,40360.99861,1.7989
40787.70556,58118,,40757.70556,23.17,,38225.70556,3.45,,40361.99861,1.7745
40788.70556,56531,,40758.70556,22.29,,38226.70556,3.51,,40364.99861,1.7734
40791.70556,54998,,40759.70556,20.65,,38229.70556,3.49,,40365.99861,1.767
40792.70556,56607,,40760.70556,20.18,,38230.70556,3.5,,40366.99861,1.765
40794.70556,57623,,40763.70556,18.65,,38231.70556,3.47,,40367.99861,1.7683
40795.70556,55778,,40764.70556,19.15,,38232.70556,3.52,,40368.99861,1.7564
40798.70556,55685,,40765.70556,19.73,,38233.70556,3.5,,40371.99861,1.76
40799.70556,55543,,40766.70556,20.21,,38236.70556,3.58,,40372.99861,1.756
40800.70556,56286,,40770.70556,20.99,,38238.70556,3.53,,40373.99861,1.766
40801.70556,56381,,40771.70556,20.76,,38239.70556,3.6,,40374.99861,1.77
40802.70556,57210,,40773.70556,20.3,,38240.70556,3.56,,40375.99861,1.7826
40805.70556,57102,,40774.70556,19.7,,38243.70556,3.58,,40378.99861,1.7863
40806.70556,56378,,40777.70556,19.65,,38244.70556,3.67,,40379.99861,1.7737
40807.70556,55981,,40778.70556,20.16,,38245.70556,3.63,,40380.99861,1.7714
40808.70556,53280,,40779.70556,20.23,,38246.70556,3.66,,40381.99861,1.7602
40809.70556,53230,,40780.70556,19.86,,38247.70556,3.71,,40382.99861,1.7605
40813.70556,53920,,40781.70556,19.9,,38250.70556,3.69,,40385.99861,1.7656
40814.70556,53270,,40784.70556,20.49,,38251.70556,3.73,,40386.99861,1.7607
40815.70556,53384,,40785.70556,20.55,,38252.70556,3.69,,40387.99861,1.7623
40816.70556,52324,,40786.70556,20.8,,38253.70556,3.66,,40388.99861,1.7648
40819.70556,50791,,40787.70556,21.04,,38254.70556,3.72,,40389.99861,1.7585
40821.70556,51013,,40788.70556,20.37,,38257.70556,3.61,,40392.99861,1.7429
40822.70556,52290,,40791.70556,20.03,,38258.70556,3.88,,40393.99861,1.7537
40823.70556,51243,,40792.70556,20.47,,38259.70556,4.06,,40394.99861,1.7526
40826.70556,53273,,40794.70556,20.66,,38260.70556,4.01,,40395.99861,1.7535
40827.70556,53838,,40795.70556,20.15,,38261.70556,4.06,,40396.99861,1.7585
40829.70556,54601,,40798.70556,20.34,,38264.70556,4.12,,40399.99861,1.751
40830.70556,55030,,40799.70556,20.32,,38265.70556,4.22,,40400.99861,1.76
40834.70556,53911,,40800.70556,20.52,,38266.70556,4.14,,40401.99861,1.7685
40835.70556,54966,,40801.70556,20.55,,38267.70556,4.09,,40402.99861,1.7664
40836.70556,54009,,40802.70556,20.65,,38268.70556,3.98,,40403.99861,1.771
40837.70556,55255,,40805.70556,20.8,,38271.70556,3.98,,40406.99861,1.7554
40841.70556,56891,,40806.70556,20.6,,38273.70556,3.7,,40407.99861,1.7478
40842.70556,56285,,40807.70556,20.6,,38274.70556,3.66,,40408.99861,1.7488
40843.70556,57143,,40808.70556,19.5,,38275.70556,3.86,,40409.99861,1.7606
40844.70556,59270,,40809.70556,19.16,,38278.70556,3.83,,40410.99861,1.7585
40847.70556,59513,,40813.70556,19.55,,38279.70556,3.73,,40413.99861,1.7613
40848.70556,57322,,40814.70556,19.35,,38280.70556,3.72,,40414.99861,1.7609
40850.70556,58196,,40815.70556,19.4,,38281.70556,3.86,,40415.99861,1.7649
40851.70556,58669,,40816.70556,19.1,,38282.70556,3.85,,40416.99861,1.7563
40854.70556,59198,,40819.70556,18.41,,38285.70556,3.84,,40417.99861,1.7463
40855.70556,59026,,40821.70556,18.21,,38286.70556,3.93,,40420.99861,1.755
40856.70556,57549,,40822.70556,18.85,,38287.70556,3.88,,40421.99861,1.7501
40858.70556,58546,,40823.70556,18.3,,38288.70556,3.73,,40422.99861,1.74
40861.70556,58258,,40826.70556,18.91,,38289.70556,3.81,,40423.99861,1.7395
40863.70556,58559,,40827.70556,19.16,,38292.70556,3.81,,40424.99861,1.726
40864.70556,56988,,40829.70556,19.39,,38294.70556,3.84,,40427.99861,1.7249
40865.70556,56731,,40830.70556,19.64,,38295.70556,3.86,,40428.99861,1.73
40868.70556,56284,,40834.70556,19.3,,38296.70556,3.97,,40429.99861,1.7192
40869.70556,55878,,40835.70556,19.23,,38299.70556,3.95,,40430.99861,1.7232
40870.70556,54972,,40836.70556,18.82,,38300.70556,4.08,,40431.99861,1.716
40871.70556,55279,,40837.70556,19.27,,38301.70556,4.1,,40434.99861,1.7165
40872.70556,54894,,40841.70556,19.78,,38302.70556,4.07,,40435.99861,1.7015
40875.70556,56017,,40842.70556,19.93,,38303.70556,4.2,,40436.99861,1.7212
40876.70556,55299,,40843.70556,20.08,,38307.70556,4.03,,40437.99861,1.7175
40877.70556,56874,,40844.70556,20.94,,38308.70556,4.16,,40438.99861,1.7128
40878.70556,58143,,40847.70556,21.58,,38309.70556,4.08,,40441.99861,1.7265
40879.70556,57885,,40848.70556,21.13,,38310.70556,4.17,,40442.99861,1.7245
40882.70556,58910,,40850.70556,21.92,,38313.70556,4.08,,40443.99861,1.6743
40883.70556,59536,,40851.70556,22.1,,38314.70556,4.06,,40444.99861,1.7177
40884.70556,58662,,40854.70556,22.68,,38315.70556,4.13,,40445.99861,1.7125
40886.70556,58236,,40855.70556,22.41,,38316.70556,4.14,,40448.99861,1.709
40890.70556,57494,,40856.70556,21.46,,38317.70556,4.19,,40449.99861,1.709
40891.70556,56646,,40858.70556,21.96,,38320.70556,4.21,,40450.99861,1.7035
40892.70556,56331,,40861.70556,21.92,,38321.70556,4.16,,40451.99861,1.6961
40893.70556,56096,,40863.70556,22.11,,38322.70556,4.17,,40452.99861,1.6802
40897.70556,56864,,40864.70556,21.52,,38323.70556,4.13,,40455.99861,1.6975
40898.70556,56653,,40865.70556,21.75,,38324.70556,4.13,,40456.99861,1.669
40899.70556,57347,,40868.70556,21.8,,38327.70556,4.08,,40457.99861,1.684
40900.70556,57701,,40869.70556,21.68,,38328.70556,4.08,,40458.99861,1.6778
40903.70556,57669,,40870.70556,21.57,,38329.70556,4.1,,40459.99861,1.6743
40904.70556,58005,,40871.70556,21.67,,38330.70556,4.14,,40462.99861,1.6613
40905.70556,56533,,40872.70556,21.01,,38331.70556,4.27,,40463.99861,1.67
40906.70556,56754,,40875.70556,21.5,,38334.70556,4.33,,40464.99861,1.6525
40910.70556,57829,,40876.70556,21.41,,38335.70556,4.33,,40465.99861,1.6606
40911.70556,59264,,40877.70556,22.05,,38336.70556,4.3,,40466.99861,1.6534
40912.70556,59364,,40878.70556,22.52,,38337.70556,4.5,,40469.99861,1.672
40913.70556,58546,,40879.70556,22.53,,38338.70556,4.43,,40470.99861,1.69
40914.70556,58600,,40882.70556,22.97,,38341.70556,4.46,,40471.99861,1.675
40917.70556,59082,,40883.70556,23.32,,38342.70556,4.66,,40472.99861,1.694
40918.70556,59805,,40884.70556,23.29,,38343.70556,4.68,,40473.99861,1.706
40919.70556,59962,,40886.70556,23.02,,38344.70556,4.69,,40476.99861,1.6998
40920.70556,59920,,40890.70556,22.42,,38348.70556,4.69,,40477.99861,1.7023
40921.70556,59146,,40891.70556,21.82,,38349.70556,4.81,,40478.99861,1.719
40924.70556,59956,,40892.70556,21.51,,38350.70556,4.76,,40479.99861,1.7135
40926.70556,61722,,40893.70556,21.3,,38351.70556,4.72,,40480.99861,1.6975
40927.70556,61926,,40897.70556,22.1,,38355.70556,4.68,,40483.99861,1.7043
40928.70556,62312,,40898.70556,21.92,,38356.70556,4.49,,40484.99861,1.701
40931.70556,62386,,40899.70556,22.15,,38357.70556,4.46,,40485.99861,1.689
40932.70556,62486,,40900.70556,22.22,,38358.70556,4.44,,40486.99861,1.6747
40934.70556,62953,,40903.70556,22.17,,38359.70556,4.56,,40487.99861,1.679
40935.70556,62904,,40904.70556,22.2,,38362.70556,4.52,,40490.99861,1.696
40938.70556,62770,,40905.70556,21.43,,38363.70556,4.49,,40491.99861,1.696
40939.70556,63072,,40906.70556,21.49,,38364.70556,4.47,,40492.99861,1.71
40940.70556,64567,,40910.70556,21.73,,38365.70556,4.69,,40493.99861,1.7215
40941.70556,64593,,40911.70556,22.41,,38366.70556,4.91,,40494.99861,1.7223
40942.70556,65217,,40912.70556,22.57,,38369.70556,4.84,,40497.99861,1.72
40945.70556,65223,,40913.70556,22.31,,38370.70556,4.89,,40498.99861,1.736
40946.70556,65917,,40914.70556,22.33,,38371.70556,4.86,,40499.99861,1.7262
40947.70556,65831,,40917.70556,22.63,,38372.70556,4.81,,40500.99861,1.711
40948.70556,65530,,40918.70556,22.9,,38373.70556,5.01,,40501.99861,1.7165
40949.70556,63997,,40919.70556,22.91,,38376.70556,5.11,,40504.99861,1.7208
40952.70556,65691,,40920.70556,23.08,,38378.70556,5.09,,40505.99861,1.7335
40953.70556,65038,,40921.70556,23.05,,38379.70556,5.06,,40506.99861,1.722
40954.70556,65368,,40924.70556,23.65,,38380.70556,4.96,,40507.99861,1.7155
40955.70556,66141,,40926.70556,24.37,,38383.70556,4.95,,40508.99861,1.7296
40956.70556,66203,,40927.70556,24.21,,38384.70556,4.97,,40511.99861,1.717
40961.70556,66092,,40928.70556,24.22,,38385.70556,4.93,,40512.99861,1.7145
40962.70556,65819,,40931.70556,25.13,,38386.70556,4.86,,40513.99861,1.7059
40963.70556,65942,,40932.70556,25.4,,38387.70556,4.86,,40514.99861,1.7015
40966.70556,65241,,40934.70556,24.92,,38392.70556,4.78,,40515.99861,1.6838
40967.70556,65958,,40935.70556,24.67,,38393.70556,4.76,,40518.99861,1.6813
40968.70556,65811,,40938.70556,24.57,,38394.70556,4.74,,40519.99861,1.677
40970.70556,67781,,40939.70556,24.57,,38397.70556,4.81,,40520.99861,1.692
40973.70556,66964,,40940.70556,24.95,,38398.70556,4.91,,40521.99861,1.7036
40974.70556,65114,,40941.70556,24.53,,38399.70556,4.88,,40522.99861,1.705
40976.70556,66908,,40942.70556,24.61,,38400.70556,4.99,,40525.99861,1.693
40977.70556,66703,,40945.70556,24.86,,38401.70556,5.08,,40526.99861,1.693
40980.70556,66384,,40946.70556,25.6,,38404.70556,5.22,,40527.99861,1.6989
40981.70556,68394,,40947.70556,25.43,,38405.70556,5.41,,40528.99861,1.7043
40982.70556,68257,,40948.70556,25.5,,38406.70556,5.63,,40529.99861,1.71
40983.70556,67749,,40949.70556,23.5,,38407.70556,5.98,,40532.99861,1.7066
40984.70556,67684,,40953.70556,23.21,,38408.70556,5.78,,40533.99861,1.7
40988.70556,67295,,40954.70556,23.1,,38411.70556,5.66,,40534.99861,1.699
40990.70556,66860,,40955.70556,23.88,,38412.70556,5.48,,40535.99861,1.6923
40991.70556,65812,,40956.70556,24.05,,38413.70556,5.61,,40536.99861,1.6907
40994.70556,66684,,40961.70556,23.89,,38414.70556,5.78,,40539.99861,1.685
40995.70556,66037,,40962.70556,23.92,,38415.70556,5.97,,40540.99861,1.6902
40996.70556,65079,,40963.70556,24.48,,38418.70556,5.93,,40541.99861,1.678
40997.70556,64871,,40966.70556,24.35,,38419.70556,5.83,,40542.99861,1.662
41001.70556,65216,,40967.70556,24.33,,38420.70556,5.78,,40543.99861,1.66
41002.70556,64284,,40968.70556,24.31,,38421.70556,5.65,,40546.99861,1.6465
41003.70556,63528,,40970.70556,25.3,,38422.70556,5.64,,40547.99861,1.6675
41004.70556,63691,,40973.70556,24.59,,38425.70556,5.56,,40548.99861,1.675
41008.70556,62923,,40974.70556,23.75,,38426.70556,5.52,,40549.99861,1.6859
41009.70556,61738,,40976.70556,24.09,,38427.70556,5.47,,40550.99861,1.682
41010.70556,61293,,40977.70556,23.71,,38428.70556,5.73,,40553.99861,1.689
41011.70556,63058,,40980.70556,23.43,,38429.70556,5.63,,40554.99861,1.6416
41012.70556,62105,,40981.70556,24.43,,38432.70556,5.57,,40555.99861,1.6247
41016.70556,62698,,40982.70556,24.83,,38433.70556,5.54,,40556.99861,1.669
41017.70556,63010,,40983.70556,24.22,,38434.70556,5.21,,40557.99861,1.6817
41018.70556,62618,,40984.70556,24.35,,38435.70556,5.39,,40560.99861,1.6821
41019.70556,62494,,40988.70556,24.27,,38439.70556,5.26,,40561.99861,1.6715
41022.70556,61539,,40990.70556,24.11,,38440.70556,5.01,,40562.99861,1.67
41023.70556,61971,,40991.70556,23.7,,38441.70556,5.17,,40563.99861,1.6352
41024.70556,61750,,40994.70556,24.21,,38442.70556,5.31,,40564.99861,1.6223
41025.70556,62198,,40995.70556,23.8,,38443.70556,5.28,,40567.99861,1.6705
41026.70556,61691,,40996.70556,23.39,,38446.70556,5.13,,40568.99861,1.6677
41031.70556,61820,,40997.70556,23.32,,38447.70556,5.08,,40569.99861,1.6183
41032.70556,62104,,41001.70556,23.23,,38448.70556,5,,40570.99861,1.6723
41033.70556,60820,,41002.70556,22.55,,38449.70556,5.09,,40571.99861,1.6812
41036.70556,61220,,41003.70556,21.76,,38450.70556,5.09,,40574.99861,1.667
41037.70556,60365,,41004.70556,22,,38453.70556,5.07,,40575.99861,1.6652
41038.70556,59786,,41008.70556,21.59,,38454.70556,4.95,,40576.99861,1.6627
41039.70556,59702,,41009.70556,21.19,,38455.70556,4.72,,40577.99861,1.6684
41043.70556,57539,,41010.70556,21.35,,38456.70556,4.49,,40578.99861,1.6771
41044.70556,56237,,41011.70556,22.01,,38457.70556,4.47,,40581.99861,1.6279
41045.70556,55887,,41012.70556,21.67,,38460.70556,4.49,,40582.99861,1.6645
41046.70556,54038,,41016.70556,21.58,,38461.70556,4.59,,40583.99861,1.662
